,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity,final.primary.RotAngMom,final.secondary.RotAngMom,final.secondary.OrbAngMom
primary.dMass,0.0,0.0,0.04,0.0,0.38,0.0,0.46
secondary.dMass,0.0,0.01,0.0,0.03,0.0,0.17,0.45
primary.dRotPeriod,0.18,0.01,0.06,0.01,0.1,0.0,0.0
secondary.dRotPeriod,0.0,0.16,0.06,0.01,0.0,0.07,0.0
secondary.dEcc,0.25,0.26,0.1,0.3,0.0,0.0,0.01
primary.dTidalTau,0.2,0.14,0.11,0.43,0.03,0.0,0.0
