,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity,final.primary.RotAngMom,final.secondary.RotAngMom,final.secondary.OrbAngMom
primary.dMass,0.0,0.0,0.03,0.0,0.37,0.0,0.46
secondary.dMass,0.01,0.01,0.0,0.03,0.0,0.14,0.45
primary.dRotPeriod,0.26,0.01,0.06,0.01,0.24,0.0,0.0
secondary.dRotPeriod,0.0,0.21,0.05,0.0,0.0,0.06,0.0
secondary.dEcc,0.2,0.2,0.18,0.35,0.0,0.0,0.01
primary.dTidalTau,0.17,0.12,0.13,0.37,0.03,0.0,0.0
