,final.primary.RotPer,final.secondary.RotPer,final.secondary.OrbPeriod,final.secondary.Eccentricity,final.primary.RotAngMom,final.secondary.RotAngMom,final.secondary.OrbAngMom
primary.dMass,0.03,0.02,0.0,0.01,0.06,0.0,0.45
secondary.dMass,0.03,0.03,0.0,0.01,0.0,0.04,0.45
primary.dRotPeriod,0.05,0.01,0.05,0.02,0.6,0.0,0.0
secondary.dRotPeriod,0.0,0.02,0.02,0.0,0.0,0.18,0.0
secondary.dEcc,0.03,0.04,0.01,0.44,0.0,0.0,0.01
primary.dTidalTau,0.76,0.76,0.0,0.3,0.07,0.07,0.0
